Time,PositionX,PositionY,PositionZ,Vx,Ax,Y,YDot,Psi,PsiDot,EngineRpm
3.019999,0.1,0,0,0,0,0,0,0,0,800
3.039999,0.1,0,0.0002323395,0.01161698,0.5808491,0,0,0,0,850
3.059999,0.1,0,0.0008745345,0.03210976,1.02464,0,0,0,0,900
3.079999,0.1,0,0.001944152,0.0534809,1.068557,0,0,0,0,950
3.099999,0.1,0,0.00363813,0.08469892,1.560902,0,0,0,0,1000
3.119999,0.1,0,0.006141691,0.1251781,2.02396,0,0,0,0,1050
3.139999,0.1,0,0.009665129,0.176172,2.549695,0,0,0,0,1100
3.159999,0.1,0,0.01445645,0.239566,3.169704,0,0,0,0,1150
3.179999,0.1,0,0.02055804,0.3050798,3.275688,0,0,0,0,1200
3.199999,0.1,0,0.02831806,0.388001,4.14606,0,0,0,0,1250
3.219999,0.1,0,0.03806144,0.4871691,4.958409,0,0,0,0,1300
3.239999,0.1,0,0.0501563,0.6047434,5.878715,0,0,0,0,1350
3.259999,0.1,0,0.06498403,0.741387,6.832185,0,0,0,0,1400
3.279999,0.1,0,0.08295781,0.8986893,7.865116,0,0,0,0,1450
3.299999,0.1,0,0.1042391,1.064064,8.268737,0,0,0,0,1500
3.319999,0.1,0,0.1293144,1.253764,9.485023,0,0,0,0,1550
3.339999,0.1,0,0.1586241,1.465487,10.58613,0,0,0,0,1600
3.359999,0.1,0,0.1922451,1.681054,10.77836,0,0,0,0,1650
3.379999,0.1,0,0.2301774,1.896613,10.77796,0,0,0,0,1700
3.399999,0.1,0,0.2724206,2.112163,10.77753,0,0,0,0,1750
3.419999,0.1,0,0.3189747,2.327705,10.77707,0,0,0,0,1800
3.439999,0.1,0,0.3698394,2.543236,10.77658,0,0,0,0,1850
3.459999,0.1,0,0.4250146,2.758758,10.77607,0,0,0,0,1900
3.479999,0.1,0,0.4844999,2.974268,10.77553,0,0,0,0,1950
3.499999,0.1,0,0.5482952,3.189767,10.77497,0,0,0,0,2000
3.519999,0.1,0,0.6164002,3.405255,10.77437,0,0,0,0,2050
3.539999,0.1,0,0.6888148,3.62073,10.77375,0,0,0,0,2100
3.559999,0.1,0,0.7655386,3.836192,10.7731,0,0,0,0,2150
3.579999,0.1,0,0.8465714,4.05164,10.77243,0,0,0,0,2200
3.599999,0.1,0,0.9319128,4.267075,10.77173,0,0,0,0,2250
3.619999,0.1,0,1.021563,4.482494,10.771,0,0,0,0,2300
3.639999,0.1,0,1.115521,4.697899,10.77024,0,0,0,0,2350
3.659999,0.1,0,1.213786,4.913288,10.76945,0,0,0,0,2400
3.679999,0.1,0,1.31636,5.12866,10.76864,0,0,0,0,2450
3.699999,0.1,0,1.42324,5.344016,10.7678,0,0,0,0,2500
3.719999,0.1,0,1.534427,5.559355,10.76693,0,0,0,0,2550
3.739999,0.1,0,1.64992,5.774675,10.76604,0,0,0,0,2600
3.759999,0.1,0,1.76972,5.989978,10.76512,0,0,0,0,2650
3.779999,0.1,0,1.893825,6.205261,10.76417,0,0,0,0,2700
3.799999,0.1,0,2.022235,6.420525,10.7632,0,0,0,0,2750
3.819999,0.1,0,2.154951,6.635769,10.76219,0,0,0,0,2800
3.839999,0.1,0,2.29197,6.850992,10.76116,0,0,0,0,2850
3.859999,0.1,0,2.433294,7.066194,10.76011,0,0,0,0,2900
3.879999,0.1,0,2.576976,7.184104,5.895507,0,0,0,0,2900
3.899999,0.1,0,2.723016,7.302002,5.894902,0,0,0,0,2900
3.919999,0.1,0,2.871414,7.419888,5.894289,0,0,0,0,2900
3.939999,0.1,0,3.022169,7.537761,5.893667,0,0,0,0,2900
3.959999,0.1,0,3.175282,7.655622,5.893037,0,0,0,0,2900
3.979999,0.1,0,3.330751,7.773469,5.892399,0,0,0,0,2900
3.999999,0.1,0,3.488577,7.891304,5.891753,0,0,0,0,2900
4.019999,0.1,0,3.648759,8.009127,5.891098,0,0,0,0,2900
4.039999,0.1,0,3.811298,8.126935,5.890436,0,0,0,0,2900
4.059999,0.1,0,3.976192,8.24473,5.889766,0,0,0,0,2900
4.079998,0.1,0,4.143443,8.362512,5.889088,0,0,0,0,2900
4.099998,0.1,0,4.313048,8.48028,5.888401,0,0,0,0,2899.666
4.119998,0.1,0,4.485009,8.598034,5.887706,0,0,0,0,2923.603
4.139998,0.1,0,4.659325,8.715774,5.887003,0,0,0,0,2947.536
4.159998,0.1,0,4.835995,8.833499,5.886292,0,0,0,0,2971.466
4.179998,0.1,0,5.015019,8.95121,5.885574,0,0,0,0,2995.394
4.199998,0.1,0,5.198342,9.166177,10.74836,0,0,0,0,2995.394
4.219998,0.1,0,5.385964,9.381117,10.74701,0,0,0,0,2995.394
4.239998,0.1,0,5.577885,9.596029,10.74564,0,0,0,0,2995.394
4.259998,0.1,0,5.774103,9.810914,10.74424,0,0,0,0,2995.394
